ProductID,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued
1,Long,133,3,81 pcs,65.33,108,30,14,True
2,Chair,298,7,87 pcs,80.88,873,94,12,True
3,Film,18,6,6 pcs,25.56,68,35,20,False
4,Floor,405,1,15 pcs,94.37,79,3,18,True
5,Size,198,5,62 pcs,74.74,665,89,17,True
6,Through,40,3,21 pcs,55.77,596,67,19,True
7,Include,137,2,7 pcs,20.47,723,14,14,False
8,Begin,301,1,84 pcs,85.98,310,12,14,False
9,Character,135,7,31 pcs,54.12,181,94,20,False
10,Increase,239,10,20 pcs,99.62,666,40,10,False
11,Like,236,7,11 pcs,68.88,783,91,12,False
12,Behavior,83,5,51 pcs,40.36,480,45,15,False
13,Low,281,1,48 pcs,54.72,980,32,13,False
14,Consider,396,8,65 pcs,27.07,238,65,12,True
15,Movie,371,5,53 pcs,69.04,812,84,17,False
16,Minute,19,10,1 pcs,12.89,651,58,12,False
17,Be,15,3,18 pcs,13.6,397,96,20,True
18,Perform,287,8,46 pcs,35.08,550,49,10,False
19,Together,362,1,17 pcs,88.9,46,9,20,True
20,Area,26,7,62 pcs,90.06,631,86,10,False
21,Outside,390,5,59 pcs,51.57,753,19,19,False
22,Help,293,1,74 pcs,31.13,391,26,12,False
23,Forward,80,1,96 pcs,92.86,700,20,18,False
24,Stand,496,3,59 pcs,61.61,86,23,19,True
25,Method,255,5,6 pcs,72.94,234,82,16,True
26,New,346,1,64 pcs,25.94,168,45,16,False
27,Herself,429,9,28 pcs,24.08,718,4,19,False
28,Than,432,4,14 pcs,53.45,992,8,14,False
29,None,378,7,65 pcs,99.58,185,50,13,False
30,Nothing,486,2,22 pcs,29.63,226,4,10,False
31,Receive,348,9,6 pcs,2.59,738,80,18,False
32,Evening,125,10,32 pcs,79.19,953,72,11,False
33,Why,245,3,99 pcs,66.14,173,13,11,False
34,Myself,282,5,14 pcs,78.09,380,38,11,False
35,Career,175,1,20 pcs,80.39,951,60,19,False
36,Form,228,10,57 pcs,17.78,660,7,15,True
37,Open,44,3,57 pcs,52.08,815,82,20,True
38,Market,451,6,82 pcs,85.09,120,19,18,False
39,Process,391,5,50 pcs,17.86,571,5,13,False
40,East,406,8,95 pcs,63.91,179,43,12,False
41,Room,491,4,6 pcs,66.43,627,43,17,True
42,Over,478,9,4 pcs,69.42,401,24,14,True
43,Most,41,6,67 pcs,15.51,518,71,15,False
44,Product,121,7,84 pcs,21.39,747,48,15,False
45,Even,146,1,88 pcs,61.58,3,1,13,True
46,Side,455,2,43 pcs,46.51,375,84,14,True
47,Concern,276,2,63 pcs,77.1,318,13,20,False
48,Draw,363,4,5 pcs,90.02,598,91,12,False
49,Would,145,1,32 pcs,15.71,74,3,10,False
50,Serve,96,7,66 pcs,35.95,104,17,20,True
51,Single,228,1,35 pcs,7.4,454,16,19,False
52,Everyone,314,5,19 pcs,21.74,555,54,20,False
53,Top,278,10,58 pcs,98.97,503,63,18,False
54,Low,140,8,46 pcs,39.7,648,14,13,False
55,Wait,339,5,13 pcs,8.08,597,98,13,True
56,Mean,56,2,20 pcs,94.91,694,46,11,True
57,Measure,103,7,14 pcs,49.25,648,85,10,False
58,Office,139,10,85 pcs,10.15,818,26,16,True
59,Beautiful,131,10,8 pcs,24.61,594,92,20,False
60,Gas,421,6,93 pcs,18.54,333,10,11,False
61,Western,310,5,37 pcs,50.04,938,3,14,False
62,Off,478,10,62 pcs,73.64,376,29,13,False
63,Determine,94,7,48 pcs,88.28,822,2,20,True
64,Scientist,366,3,81 pcs,97.5,805,66,19,False
65,Something,379,8,31 pcs,40.35,763,9,10,True
66,Ability,268,10,5 pcs,50.21,590,60,17,True
67,Sea,300,7,38 pcs,55.85,145,99,10,False
68,Deal,431,9,1 pcs,54.32,782,75,17,True
69,Some,419,8,34 pcs,23.06,419,40,15,True
70,Oil,442,7,64 pcs,90.54,99,53,15,False
71,Budget,160,8,90 pcs,52.63,555,7,17,False
72,Sound,284,3,16 pcs,43.19,828,43,14,False
73,Admit,499,10,70 pcs,34.81,49,44,10,False
74,Open,279,1,44 pcs,95.55,79,26,19,True
75,Test,76,7,70 pcs,80.5,963,45,16,False
76,Reflect,492,4,59 pcs,80.61,674,75,11,False
77,School,382,9,4 pcs,89.97,54,3,17,True
78,Fast,257,5,56 pcs,38.65,329,87,17,True
79,Pass,493,8,28 pcs,33.38,511,16,19,False
80,Stay,483,8,28 pcs,44.75,424,32,20,False
81,Take,305,2,74 pcs,20.19,441,96,10,False
82,Security,180,7,31 pcs,58.82,460,21,14,False
83,Year,306,10,66 pcs,61.6,219,100,19,True
84,Under,430,2,24 pcs,68.95,744,16,20,False
85,Often,373,1,25 pcs,50.87,208,2,18,False
86,Manager,256,7,20 pcs,61.89,38,93,13,False
87,Traditional,213,4,69 pcs,69.38,991,21,19,False
88,Audience,247,3,48 pcs,79.69,966,99,12,False
89,Particular,203,1,52 pcs,85.79,3,35,18,True
90,Star,289,5,77 pcs,74.04,848,39,12,False
91,Approach,416,2,3 pcs,12.15,794,0,17,True
92,Practice,149,5,58 pcs,5.24,985,69,14,True
93,Church,464,7,16 pcs,78.94,314,17,12,False
94,Material,306,10,38 pcs,96.71,47,59,18,False
95,Professor,333,4,92 pcs,15.28,263,75,12,False
96,Pattern,45,8,91 pcs,68.71,926,35,16,False
97,Control,423,4,67 pcs,35.85,807,23,20,True
98,Suddenly,111,3,49 pcs,88.08,512,1,17,False
99,Involve,358,8,78 pcs,41.52,293,89,20,False
100,Goal,151,2,91 pcs,83.03,24,2,12,True
101,Yard,236,4,94 pcs,59.12,960,29,14,False
102,Toward,230,1,23 pcs,77.35,286,59,16,True
103,Pattern,12,4,44 pcs,40.7,777,96,17,True
104,Brother,145,3,26 pcs,16.93,152,69,18,False
105,Grow,429,2,21 pcs,94.72,57,94,11,True
106,Speech,390,9,52 pcs,23.86,902,38,17,False
107,Property,389,10,7 pcs,26.89,283,50,13,False
108,West,394,6,24 pcs,88.37,402,28,14,True
109,Expect,444,10,38 pcs,16.42,340,44,14,False
110,Team,314,8,47 pcs,60.6,115,93,13,True
111,Hold,197,2,92 pcs,79.8,955,68,17,False
112,Your,320,9,11 pcs,39.99,785,66,14,True
113,See,406,6,61 pcs,20.22,90,96,11,False
114,Young,362,5,33 pcs,58.58,751,77,13,True
115,War,466,2,48 pcs,58.34,48,73,19,False
116,Side,208,6,83 pcs,78.52,76,42,10,True
117,According,416,2,88 pcs,84.14,224,16,20,True
118,First,409,4,63 pcs,75.95,859,36,19,False
119,Member,5,3,43 pcs,58.87,438,54,15,False
120,Instead,487,7,22 pcs,64.82,741,19,20,True
121,Enough,190,4,63 pcs,61.21,540,20,18,False
122,Leave,353,5,69 pcs,41.77,127,57,12,True
123,Suddenly,115,6,28 pcs,67.89,87,39,15,False
124,Season,181,5,48 pcs,69.42,611,4,19,True
125,Political,11,4,85 pcs,79.71,585,89,20,True
126,Become,362,4,53 pcs,50.11,909,33,15,True
127,Take,240,9,45 pcs,34.28,293,2,20,False
128,Every,60,3,43 pcs,57.65,260,70,18,False
129,Present,193,3,65 pcs,4.23,120,19,10,False
130,Worker,334,6,31 pcs,58.84,304,67,18,False
131,Hot,430,2,37 pcs,79.39,252,3,19,False
132,Wrong,165,4,54 pcs,49.11,834,62,15,False
133,Approach,307,7,11 pcs,95.2,357,8,16,True
134,Find,140,2,74 pcs,76.51,727,14,15,True
135,Bar,255,8,24 pcs,43.94,397,10,19,True
136,Daughter,39,7,9 pcs,93.76,741,67,18,False
137,Note,409,3,27 pcs,90.71,746,5,11,False
138,Act,419,10,33 pcs,51.01,881,27,19,False
139,Dog,214,10,72 pcs,73.49,165,51,14,False
140,Drop,198,7,69 pcs,69.78,511,51,18,True
141,Drop,7,7,45 pcs,39.89,679,73,10,True
142,West,245,7,81 pcs,12.7,145,48,17,True
143,He,350,9,89 pcs,23.94,372,28,10,True
144,Focus,197,10,73 pcs,66.92,212,91,20,False
145,Them,51,3,86 pcs,44.35,143,55,13,True
146,Job,355,3,45 pcs,28.54,605,15,14,True
147,Any,267,1,38 pcs,70.83,352,16,18,False
148,Instead,103,10,10 pcs,57.95,357,95,17,False
149,Artist,297,5,37 pcs,30.31,258,32,10,True
150,Forward,427,3,14 pcs,91.71,407,29,19,True
151,Operation,369,1,96 pcs,39.69,936,1,16,False
152,Its,472,10,34 pcs,29.33,383,55,20,False
153,Real,460,2,2 pcs,63.02,608,6,19,True
154,Picture,187,2,11 pcs,13.79,927,79,13,False
155,Son,100,1,20 pcs,59.27,486,97,13,False
156,Chair,355,1,79 pcs,70.72,875,44,18,False
157,Perform,448,3,5 pcs,55.9,622,2,19,True
158,Anything,85,4,47 pcs,51.23,47,70,15,True
159,Return,397,4,96 pcs,29.52,550,2,16,False
160,Century,155,9,87 pcs,91.71,230,54,11,True
161,Ground,426,2,85 pcs,80.59,707,84,20,False
162,He,1,5,27 pcs,86.95,435,78,13,True
163,There,403,10,8 pcs,46.09,260,77,11,False
164,Again,69,1,69 pcs,12.61,745,26,13,False
165,Billion,285,6,71 pcs,75.57,15,22,20,False
166,There,305,10,67 pcs,22.61,515,8,17,True
167,Mr,24,4,6 pcs,16.98,322,87,15,False
168,More,342,8,46 pcs,92.5,273,5,20,True
169,Big,338,10,13 pcs,97.23,130,84,17,True
170,Month,409,6,61 pcs,21.85,953,100,12,True
171,Born,301,7,33 pcs,63.32,332,8,13,False
172,Deal,12,7,76 pcs,98.04,431,85,19,True
173,Chance,80,7,70 pcs,96.3,627,2,10,True
174,Candidate,468,1,49 pcs,94.13,625,54,13,False
175,Per,52,4,52 pcs,80.72,718,84,11,True
176,Effect,4,4,45 pcs,67.27,409,2,11,True
177,Seven,61,10,87 pcs,32.06,198,53,18,False
178,Choose,126,6,64 pcs,46.99,745,80,14,True
179,Nice,209,3,85 pcs,7.94,44,34,20,False
180,How,336,8,18 pcs,76.92,170,74,18,True
181,Word,370,3,67 pcs,82.67,809,98,16,False
182,Prove,17,4,45 pcs,4.8,487,69,11,True
183,Kid,198,6,43 pcs,40.08,871,94,17,True
184,Eat,269,9,44 pcs,63.57,527,98,14,False
185,Certain,227,3,31 pcs,65.14,554,85,13,False
186,Place,54,2,25 pcs,60.03,796,29,10,True
187,Wall,162,10,72 pcs,89.67,441,4,19,True
188,Goal,200,7,6 pcs,9.15,190,86,18,True
189,Father,70,9,82 pcs,86.95,644,3,20,False
190,Put,206,1,31 pcs,57.9,980,10,19,False
191,Exist,467,7,42 pcs,64.34,560,71,10,False
192,Particularly,440,7,76 pcs,50.18,693,14,14,True
193,Method,39,7,7 pcs,71.21,399,35,12,True
194,Officer,429,9,77 pcs,22.32,13,14,17,True
195,Both,116,1,30 pcs,31.73,458,59,17,False
196,Camera,490,10,79 pcs,48.1,90,100,19,True
197,He,290,8,18 pcs,98.02,576,57,11,True
198,Training,395,1,40 pcs,70.37,439,73,19,True
199,They,3,4,56 pcs,60.8,844,70,10,False
200,Hard,488,8,4 pcs,10.57,447,39,13,True
201,Coach,309,4,65 pcs,28.48,844,8,11,False
202,Collection,479,6,73 pcs,2.58,916,56,19,True
203,Large,140,9,30 pcs,47.92,171,79,17,True
204,Son,57,7,36 pcs,82.68,286,29,14,True
205,Computer,67,3,29 pcs,13.22,848,15,13,False
206,Throughout,125,9,50 pcs,94.45,381,38,16,True
207,Significant,165,4,11 pcs,25.45,937,96,10,False
208,Discover,414,1,1 pcs,66.63,62,89,13,False
209,Glass,162,2,89 pcs,78.61,932,85,17,True
210,Live,454,10,5 pcs,49.23,113,8,17,True
211,Baby,424,4,49 pcs,30.09,335,90,16,True
212,Past,212,4,66 pcs,75.67,864,89,13,True
213,Their,365,3,77 pcs,48.78,355,28,10,True
214,Guess,372,8,75 pcs,31.09,648,41,19,True
215,Form,475,5,80 pcs,69.37,637,82,16,True
216,Individual,330,10,100 pcs,16.53,845,30,11,False
217,Foot,369,4,91 pcs,28.03,455,79,20,False
218,Ready,273,4,45 pcs,25.95,783,9,17,True
219,Century,314,2,95 pcs,14.67,159,7,17,True
220,Worry,407,3,9 pcs,96.17,156,90,11,True
221,Two,396,1,95 pcs,65.0,573,68,18,True
222,Process,170,1,57 pcs,30.08,403,19,10,True
223,Establish,317,9,50 pcs,51.42,271,99,18,True
224,Unit,440,7,28 pcs,84.96,714,84,20,False
225,Idea,297,4,80 pcs,82.18,663,19,15,True
226,Age,407,3,91 pcs,73.82,864,42,13,False
227,Because,69,8,69 pcs,35.62,627,31,11,False
228,Notice,392,1,81 pcs,83.84,290,85,14,True
229,Ago,332,3,90 pcs,98.14,974,21,17,True
230,Name,129,6,89 pcs,48.77,611,98,10,False
231,Message,199,6,91 pcs,30.12,502,15,18,False
232,Truth,10,9,25 pcs,47.86,180,27,20,True
233,Candidate,183,1,37 pcs,70.08,180,23,15,False
234,Like,271,4,20 pcs,88.9,489,91,20,True
235,Admit,496,7,54 pcs,1.37,725,14,15,False
236,Soldier,97,10,4 pcs,40.95,981,45,17,False
237,Sister,487,9,98 pcs,23.87,129,27,13,False
238,Power,196,2,59 pcs,45.36,541,42,18,True
239,Mean,131,10,36 pcs,78.76,431,57,14,True
240,Participant,340,4,34 pcs,62.93,55,34,12,False
241,Hospital,246,1,24 pcs,60.65,616,6,18,False
242,Available,368,9,50 pcs,10.86,532,49,14,False
243,Century,371,8,62 pcs,25.24,160,46,16,True
244,Ever,50,3,78 pcs,25.17,965,31,17,False
245,Interview,317,4,86 pcs,30.91,865,74,15,True
246,Care,291,7,54 pcs,86.47,217,63,14,False
247,Move,435,1,64 pcs,20.38,797,7,16,False
248,Thought,42,3,55 pcs,69.31,149,5,18,False
249,Type,172,10,93 pcs,75.58,379,68,13,False
250,Sound,57,8,77 pcs,17.2,438,97,19,True
251,Single,88,7,37 pcs,89.77,115,9,20,True
252,Skin,254,3,12 pcs,82.21,325,68,17,False
253,Field,362,1,57 pcs,19.77,545,31,13,True
254,Itself,36,5,100 pcs,90.3,812,38,13,False
255,Attention,154,6,15 pcs,29.24,651,93,12,False
256,Take,437,1,11 pcs,55.56,551,71,11,True
257,Cultural,85,3,85 pcs,4.83,194,33,20,True
258,Truth,437,9,99 pcs,1.29,956,96,20,True
259,Sometimes,29,7,52 pcs,48.22,728,83,14,True
260,Wind,453,4,60 pcs,24.29,400,63,14,False
261,Commercial,42,8,69 pcs,87.58,706,6,18,False
262,Us,474,1,43 pcs,55.85,574,48,11,False
263,Tell,140,6,38 pcs,36.55,500,48,15,True
264,Quality,94,1,39 pcs,46.66,286,82,14,False
265,Star,432,3,19 pcs,45.32,327,22,14,False
266,Friend,8,10,71 pcs,2.16,351,86,17,True
267,Could,392,10,34 pcs,7.72,80,50,18,True
268,Shake,493,4,33 pcs,24.62,451,79,12,False
269,Give,186,2,79 pcs,19.02,503,52,13,False
270,Media,129,10,32 pcs,85.59,533,98,20,True
271,Lose,442,7,76 pcs,64.27,835,69,11,False
272,Far,447,1,10 pcs,82.47,868,60,11,True
273,Much,459,9,59 pcs,65.41,211,75,13,False
274,Because,120,1,2 pcs,30.6,110,97,13,True
275,Space,477,7,52 pcs,41.26,56,95,19,False
276,Voice,321,4,8 pcs,43.4,532,9,11,True
277,Behind,255,3,3 pcs,75.01,269,0,13,True
278,Commercial,421,2,49 pcs,52.56,391,98,11,True
279,By,202,6,60 pcs,61.33,612,79,11,True
280,Road,313,2,69 pcs,16.73,275,29,10,False
281,Born,64,4,57 pcs,25.56,785,65,12,True
282,Any,496,4,8 pcs,10.81,273,77,14,True
283,Season,310,8,48 pcs,88.4,776,31,13,True
284,Several,151,8,43 pcs,8.6,837,17,15,True
285,International,380,6,28 pcs,50.47,45,39,15,True
286,Vote,215,5,93 pcs,49.12,540,35,18,False
287,Boy,188,6,88 pcs,50.68,696,0,15,False
288,Yes,89,9,16 pcs,28.28,392,30,19,True
289,Table,45,1,23 pcs,89.85,536,5,18,True
290,Body,72,2,59 pcs,88.9,65,95,16,False
291,Campaign,224,8,98 pcs,82.49,199,11,16,True
292,Mouth,282,4,47 pcs,22.44,543,10,10,False
293,Than,239,6,16 pcs,15.88,638,29,12,False
294,Somebody,418,5,40 pcs,48.0,411,8,19,True
295,Television,330,9,72 pcs,89.11,358,24,13,False
296,Force,473,2,90 pcs,36.75,289,6,10,False
297,Determine,459,2,53 pcs,20.92,365,88,13,True
298,Trade,103,10,37 pcs,95.31,345,20,17,True
299,Policy,100,2,27 pcs,61.42,240,34,17,True
300,Hold,344,2,80 pcs,62.37,157,39,11,True
301,Himself,459,3,66 pcs,23.45,152,69,15,True
302,Goal,307,8,96 pcs,20.33,518,53,15,True
303,Future,276,4,61 pcs,4.94,306,17,10,False
304,Customer,451,7,44 pcs,57.75,438,61,20,False
305,Structure,379,6,67 pcs,49.5,507,100,12,False
306,Economy,116,7,56 pcs,85.66,773,90,11,True
307,Finish,440,8,42 pcs,88.03,349,62,14,True
308,Question,451,8,33 pcs,28.41,300,28,16,False
309,Fall,198,7,99 pcs,81.6,58,25,18,True
310,Reduce,341,3,87 pcs,65.29,237,88,12,True
311,Over,255,1,96 pcs,19.14,549,73,16,True
312,North,272,6,54 pcs,11.23,769,41,19,False
313,Hope,127,1,11 pcs,81.44,566,12,11,False
314,Protect,141,7,17 pcs,61.4,292,96,19,False
315,Owner,163,1,71 pcs,37.77,952,54,11,True
316,Project,279,5,59 pcs,65.05,335,96,12,True
317,Site,24,3,3 pcs,38.72,760,99,12,True
318,Thus,179,9,79 pcs,24.69,589,5,12,True
319,Rest,446,5,35 pcs,21.88,50,25,10,True
320,Race,35,4,10 pcs,91.3,771,58,16,False
321,Woman,177,5,27 pcs,97.99,857,6,17,True
322,Apply,464,3,54 pcs,66.86,836,32,10,False
323,While,324,6,68 pcs,21.57,222,60,15,True
324,Mouth,287,7,86 pcs,59.93,193,76,20,False
325,Mean,30,2,29 pcs,98.66,31,84,17,False
326,Writer,31,1,90 pcs,38.98,887,95,12,False
327,When,393,5,62 pcs,85.57,283,70,13,True
328,Room,85,4,50 pcs,7.37,559,16,20,False
329,Myself,194,7,7 pcs,51.82,238,44,13,True
330,Republican,251,10,60 pcs,4.85,723,61,19,True
331,Cultural,52,5,24 pcs,4.78,787,16,19,True
332,Push,199,1,31 pcs,66.59,401,68,18,False
333,Give,250,7,31 pcs,98.53,122,19,11,True
334,Here,431,4,25 pcs,61.6,632,97,15,True
335,Oil,273,3,23 pcs,54.36,168,56,11,False
336,Specific,104,4,70 pcs,78.19,297,20,10,True
337,Simply,300,3,83 pcs,76.64,739,20,15,True
338,Financial,406,10,2 pcs,13.84,834,58,19,True
339,Free,212,3,98 pcs,55.19,471,23,14,False
340,International,122,10,35 pcs,70.38,505,71,13,False
341,Than,332,3,91 pcs,6.38,897,97,14,True
342,Them,385,1,7 pcs,42.9,258,5,19,True
343,Billion,72,4,75 pcs,70.56,815,17,15,False
344,A,116,10,89 pcs,24.33,218,55,20,True
345,Program,202,5,59 pcs,67.32,571,4,14,False
346,Good,344,3,62 pcs,62.83,832,92,19,True
347,Number,52,3,43 pcs,6.58,434,79,11,True
348,Sit,225,1,33 pcs,79.29,19,62,12,False
349,Use,360,6,38 pcs,86.74,896,10,16,False
350,View,184,5,33 pcs,42.11,449,48,18,True
351,One,225,3,15 pcs,31.11,478,58,18,True
352,Cold,487,7,72 pcs,20.67,80,93,16,False
353,Industry,441,9,96 pcs,69.5,490,62,18,True
354,Turn,153,4,44 pcs,41.55,223,89,17,True
355,Might,84,5,57 pcs,59.18,201,61,10,False
356,Between,383,2,31 pcs,98.45,306,62,19,True
357,Building,164,6,29 pcs,3.92,898,86,14,False
358,Establish,42,10,4 pcs,19.58,954,38,17,False
359,Few,386,6,71 pcs,50.4,453,47,16,True
360,None,265,10,71 pcs,5.39,709,28,14,False
361,Per,169,8,48 pcs,3.27,983,49,14,True
362,Road,147,2,78 pcs,14.02,899,81,18,True
363,Feel,148,8,13 pcs,79.14,497,52,10,True
364,Nearly,81,1,3 pcs,37.99,823,9,16,True
365,Much,233,10,14 pcs,34.25,743,28,10,True
366,Group,243,8,40 pcs,92.72,260,88,13,False
367,Adult,15,9,41 pcs,33.5,121,11,16,True
368,Watch,61,8,94 pcs,89.0,896,43,14,False
369,Cut,139,4,60 pcs,54.18,894,8,15,False
370,Data,216,3,100 pcs,57.73,933,90,10,True
371,Cold,470,6,49 pcs,55.81,539,17,15,True
372,Enjoy,97,5,15 pcs,5.84,717,51,18,True
373,Ten,236,10,93 pcs,79.88,800,14,12,True
374,Apply,51,2,19 pcs,83.84,427,7,15,True
375,Team,2,4,93 pcs,81.07,555,80,12,True
376,Win,323,5,25 pcs,70.98,933,60,20,False
377,Glass,273,1,80 pcs,75.92,652,55,11,True
378,Star,390,6,31 pcs,68.36,285,68,12,True
379,Beautiful,296,5,61 pcs,37.97,832,33,10,False
380,Evening,461,6,60 pcs,14.8,629,62,12,True
381,Material,151,1,14 pcs,84.11,440,99,17,True
382,Government,89,5,71 pcs,7.21,380,46,17,True
383,Significant,336,9,82 pcs,54.92,33,20,14,False
384,Operation,258,4,50 pcs,88.34,111,73,18,True
385,Science,316,5,12 pcs,3.27,869,9,16,False
386,End,484,5,72 pcs,36.22,451,28,14,True
387,Use,413,10,7 pcs,22.53,161,65,10,True
388,Their,173,1,18 pcs,57.13,511,88,10,True
389,Truth,216,8,87 pcs,10.8,42,14,20,False
390,Report,407,5,99 pcs,84.63,947,4,17,False
391,Sea,180,10,7 pcs,26.29,77,88,11,False
392,Crime,61,9,62 pcs,7.19,305,53,20,True
393,Watch,2,3,55 pcs,61.93,203,35,11,False
394,General,233,4,65 pcs,57.36,108,74,20,True
395,Control,251,8,26 pcs,79.39,823,57,19,True
396,Community,147,5,62 pcs,8.0,983,53,12,True
397,Parent,101,9,69 pcs,86.84,905,17,14,True
398,Enjoy,135,2,50 pcs,45.47,798,38,11,False
399,Democrat,2,4,15 pcs,36.3,384,15,16,True
400,Beautiful,100,8,11 pcs,86.0,782,19,20,False
401,Effect,31,5,62 pcs,97.83,260,95,19,False
402,Where,332,3,52 pcs,34.96,65,19,17,True
403,Clearly,438,8,72 pcs,20.25,574,53,20,True
404,Leader,217,7,30 pcs,66.03,943,37,17,True
405,Seat,34,10,33 pcs,45.77,676,4,10,True
406,Themselves,95,2,32 pcs,95.27,306,56,20,True
407,Yes,180,5,64 pcs,15.86,900,84,12,True
408,Tax,292,3,99 pcs,40.01,956,14,16,True
409,Throughout,369,4,85 pcs,55.58,273,70,11,False
410,Central,472,2,57 pcs,79.42,915,69,16,True
411,Those,462,9,50 pcs,64.93,109,26,13,True
412,Through,449,4,1 pcs,69.68,272,72,10,False
413,Article,442,5,4 pcs,95.71,354,59,12,True
414,Right,427,6,25 pcs,92.04,194,75,12,True
415,Write,388,5,7 pcs,76.98,21,82,12,True
416,Type,18,6,39 pcs,39.58,902,84,16,False
417,Something,361,5,47 pcs,79.04,5,9,14,False
418,Management,427,7,57 pcs,24.66,266,65,14,True
419,Somebody,476,9,57 pcs,3.43,161,83,20,True
420,Rich,463,9,2 pcs,93.33,984,74,13,True
421,Name,39,4,37 pcs,19.74,853,82,11,False
422,Draw,127,8,21 pcs,62.57,358,7,11,True
423,Police,29,2,100 pcs,27.12,312,63,15,True
424,Culture,206,1,65 pcs,62.37,752,32,14,True
425,Show,241,4,20 pcs,72.68,24,7,11,True
426,Successful,338,10,75 pcs,61.92,159,28,20,True
427,Season,9,6,45 pcs,4.01,103,43,11,False
428,Spend,124,6,79 pcs,89.17,858,62,10,True
429,Visit,266,8,35 pcs,16.9,826,7,18,True
430,On,233,6,54 pcs,28.5,312,70,12,False
431,However,489,7,2 pcs,20.68,57,38,18,False
432,Card,273,8,74 pcs,47.12,180,79,17,True
433,Recently,187,6,12 pcs,75.4,131,64,10,False
434,Direction,112,1,89 pcs,12.84,213,8,20,False
435,Open,366,4,38 pcs,61.63,632,92,19,False
436,Main,143,9,22 pcs,65.45,729,23,11,False
437,North,157,4,69 pcs,29.21,376,96,14,False
438,Development,220,7,71 pcs,97.96,359,80,18,False
439,Nor,495,2,52 pcs,13.82,821,67,15,False
440,Though,308,1,74 pcs,73.23,271,83,11,False
441,Lose,375,8,48 pcs,23.31,518,90,18,True
442,Try,274,4,3 pcs,69.35,26,81,11,True
443,Serve,205,4,1 pcs,22.25,750,0,13,True
444,Game,322,4,51 pcs,35.71,866,58,18,True
445,Which,237,1,73 pcs,52.43,744,85,13,False
446,Republican,65,1,21 pcs,44.93,32,72,19,True
447,Us,155,2,8 pcs,23.94,157,10,19,True
448,Develop,281,4,56 pcs,84.75,680,12,13,False
449,Two,334,1,94 pcs,52.5,20,27,16,True
450,Region,331,3,23 pcs,66.15,814,71,14,True
451,Some,176,2,86 pcs,17.39,816,53,19,True
452,Certainly,319,6,69 pcs,43.0,882,85,16,False
453,Community,227,8,93 pcs,20.21,442,86,14,False
454,Or,395,4,2 pcs,55.39,98,50,10,False
455,Either,29,6,82 pcs,12.55,813,67,18,True
456,Very,345,3,32 pcs,21.09,227,43,17,True
457,Avoid,129,9,23 pcs,70.94,822,48,16,False
458,Explain,299,8,53 pcs,25.19,982,56,19,True
459,Yard,70,3,65 pcs,13.02,482,34,10,False
460,Spend,178,10,34 pcs,61.56,863,46,18,True
461,Full,160,2,52 pcs,64.33,357,7,15,True
462,List,225,10,85 pcs,27.48,796,27,10,True
463,He,414,6,31 pcs,48.69,230,60,14,False
464,Research,113,3,28 pcs,39.1,557,57,17,False
465,Environmental,179,8,48 pcs,60.06,668,41,17,False
466,Scientist,304,6,82 pcs,30.85,242,82,11,True
467,Story,204,9,81 pcs,13.99,908,7,11,True
468,Bill,170,9,87 pcs,54.2,296,86,10,True
469,Assume,196,8,1 pcs,66.38,193,91,12,True
470,Can,123,5,80 pcs,25.38,962,44,11,True
471,Economy,492,10,58 pcs,9.58,655,7,13,False
472,Believe,424,4,15 pcs,77.41,733,19,20,True
473,Attorney,305,4,36 pcs,79.94,974,4,20,True
474,Use,57,4,3 pcs,56.19,282,86,16,True
475,Eye,250,4,35 pcs,84.87,415,67,20,True
476,Piece,79,2,20 pcs,4.99,140,99,18,True
477,Wrong,281,7,76 pcs,39.03,273,22,14,True
478,Phone,373,6,55 pcs,60.12,787,25,15,True
479,Though,440,6,14 pcs,31.14,437,8,20,False
480,Market,298,3,23 pcs,72.64,367,63,20,False
481,Hope,365,1,24 pcs,26.61,799,49,19,True
482,Ground,228,8,59 pcs,27.58,597,42,18,False
483,Seven,46,3,31 pcs,25.33,949,37,15,False
484,Same,22,1,45 pcs,53.23,420,20,15,True
485,Single,160,5,13 pcs,1.07,600,43,18,False
486,Stock,212,3,56 pcs,14.78,772,65,14,True
487,Eight,269,9,72 pcs,33.04,613,91,14,False
488,That,221,6,13 pcs,16.55,180,100,12,False
489,Wife,427,10,40 pcs,51.16,578,59,19,True
490,Bar,116,2,53 pcs,23.64,665,85,12,True
491,Instead,362,1,91 pcs,86.52,54,65,18,False
492,Hope,406,7,12 pcs,78.71,73,95,11,False
493,Consider,398,4,24 pcs,84.55,430,71,14,False
494,Price,387,2,24 pcs,18.46,744,53,16,True
495,Dog,73,10,54 pcs,20.56,698,5,11,True
496,Lose,343,7,30 pcs,5.18,810,37,20,True
497,Threat,468,9,36 pcs,8.86,780,85,17,True
498,Stop,76,2,92 pcs,26.17,429,23,11,False
499,Western,453,4,35 pcs,74.36,631,98,19,False
500,Despite,389,8,12 pcs,57.6,692,86,15,False
